which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,6059086702.0,1,5,2085000.0,90.5
All Other Banks,6059086801.0,1,4,1710000.0,125.5
All Other Banks,6059086802.0,1,3,1325000.0,87.5
All Other Banks,6059086803.0,2,7,3415000.0,110.5
All Other Banks,6059086902.0,0,5,2235000.0,107.0
All Other Banks,6059086903.0,0,2,1100000.0,99.5
All Other Banks,6059087001.0,1,2,760000.0,91.0
All Other Banks,6059087002.0,2,6,2810000.0,93.5
All Other Banks,6059087101.0,1,3,1765000.0,194.0
All Other Banks,6059087102.0,1,3,1175000.0,162.0
All Other Banks,6059087103.0,1,6,2960000.0,84.0
All Other Banks,6059087105.0,0,2,890000.0,84.5
All Other Banks,6059087106.0,0,2,760000.0,58.0
All Other Banks,6059087200.0,2,8,3570000.0,102.0
All Other Banks,6059087300.0,1,5,2445000.0,128.5
All Other Banks,6059087401.0,0,10,4320000.0,103.0
All Other Banks,6059087404.0,1,1,485000.0,
All Other Banks,6059087405.0,1,2,470000.0,66.0
All Other Banks,6059087503.0,0,4,1250000.0,72.0
All Other Banks,6059087504.0,0,1,555000.0,177.0
All Other Banks,6059087505.0,1,5,1815000.0,127.5
All Other Banks,6059087601.0,0,3,1645000.0,121.5
All Other Banks,6059087602.0,1,7,3155000.0,124.0
All Other Banks,6059087701.0,0,2,750000.0,73.5
All Other Banks,6059087703.0,1,6,2510000.0,129.0
All Other Banks,6059087704.0,1,9,3115000.0,129.5
All Other Banks,6059087801.0,1,7,2735000.0,127.0
All Other Banks,6059087802.0,1,5,1985000.0,118.0
All Other Banks,6059087803.0,0,1,335000.0,174.0
All Other Banks,6059087805.0,0,2,580000.0,74.0
All Other Banks,6059087806.0,0,1,285000.0,84.0
All Other Banks,6059087901.0,1,2,580000.0,108.0
All Other Banks,6059087902.0,0,1,515000.0,273.0
All Other Banks,6059088001.0,0,3,895000.0,83.0
All Other Banks,6059088002.0,0,1,525000.0,109.0
All Other Banks,6059088101.0,1,7,2295000.0,98.0
All Other Banks,6059088104.0,1,2,1040000.0,
All Other Banks,6059088105.0,0,5,1575000.0,95.0
All Other Banks,6059088106.0,1,7,2205000.0,92.5
All Other Banks,6059088107.0,0,4,1250000.0,151.0
All Other Banks,6059088201.0,1,7,2845000.0,63.0
All Other Banks,6059088202.0,0,1,615000.0,660.0
All Other Banks,6059088203.0,0,3,1515000.0,96.5
All Other Banks,6059088301.0,1,4,1530000.0,83.0
All Other Banks,6059088302.0,0,3,1305000.0,89.0
All Other Banks,6059088401.0,0,7,2885000.0,99.0
All Other Banks,6059088402.0,1,6,2500000.0,106.5
All Other Banks,6059088403.0,1,2,810000.0,0.0
All Other Banks,6059088501.0,0,3,1355000.0,104.5
All Other Banks,6059088502.0,0,4,1590000.0,131.5
All Other Banks,6059088601.0,0,3,845000.0,90.0
All Other Banks,6059088701.0,1,3,1465000.0,98.5
All Other Banks,6059088702.0,2,4,1630000.0,174.5
All Other Banks,6059088801.0,2,6,1870000.0,79.0
All Other Banks,6059088802.0,0,3,1165000.0,76.0
All Other Banks,6059088901.0,0,4,1290000.0,85.0
All Other Banks,6059088902.0,0,3,1365000.0,113.0
All Other Banks,6059088903.0,0,3,1345000.0,60.0
All Other Banks,6059088904.0,0,2,650000.0,35.5
All Other Banks,6059088905.0,0,1,515000.0,
All Other Banks,6059089001.0,1,3,925000.0,79.0
All Other Banks,6059089003.0,1,3,1525000.0,79.0
All Other Banks,6059089004.0,0,1,515000.0,183.0
All Other Banks,6059089102.0,0,4,1290000.0,93.5
All Other Banks,6059089104.0,1,1,675000.0,
All Other Banks,6059089105.0,1,2,1230000.0,118.0
All Other Banks,6059089106.0,0,1,21525000.0,
All Other Banks,6059089107.0,1,6,1670000.0,72.0
All Other Banks,6059099202.0,1,3,1035000.0,117.0
All Other Banks,6059099203.0,0,2,580000.0,91.0
All Other Banks,6059099204.0,0,1,255000.0,78.0
All Other Banks,6059099212.0,0,3,1055000.0,173.0
All Other Banks,6059099214.0,0,6,1890000.0,65.5
All Other Banks,6059099215.0,1,3,735000.0,119.5
All Other Banks,6059099216.0,3,7,3755000.0,114.0
All Other Banks,6059099217.0,0,1,545000.0,60.0
All Other Banks,6059099220.0,0,11,3905000.0,119.0
All Other Banks,6059099222.0,0,3,985000.0,59.0
All Other Banks,6059099223.0,0,2,620000.0,71.5
All Other Banks,6059099224.0,2,8,4340000.0,165.0
All Other Banks,6059099225.0,1,4,1750000.0,87.0
All Other Banks,6059099226.0,0,5,1775000.0,165.0
All Other Banks,6059099227.0,3,6,2290000.0,100.0
All Other Banks,6059099229.0,1,7,2405000.0,110.0
All Other Banks,6059099230.0,0,1,155000.0,98.0
All Other Banks,6059099231.0,1,6,2850000.0,147.5
All Other Banks,6059099232.0,1,4,1370000.0,232.5
All Other Banks,6059099233.0,0,2,1800000.0,247.5
All Other Banks,6059099234.0,2,6,2250000.0,147.0
All Other Banks,6059099235.0,0,2,1180000.0,225.0
All Other Banks,6059099237.0,2,6,3130000.0,210.0
All Other Banks,6059099238.0,0,3,1485000.0,71.0
All Other Banks,6059099239.0,0,4,2630000.0,224.5
All Other Banks,6059099240.0,0,8,5320000.0,147.0
All Other Banks,6059099241.0,0,3,1915000.0,167.0
All Other Banks,6059099242.0,0,4,1080000.0,97.5
All Other Banks,6059099243.0,3,14,6370000.0,126.0
All Other Banks,6059099244.0,0,3,1175000.0,183.0
All Other Banks,6059099245.0,0,6,3430000.0,130.0
All Other Banks,6059099246.0,0,2,1090000.0,162.5
All Other Banks,6059099247.0,0,1,365000.0,100.0
All Other Banks,6059099248.0,1,3,785000.0,77.0
All Other Banks,6059099249.0,0,2,820000.0,386.5
All Other Banks,6059099250.0,2,4,2000000.0,267.5
All Other Banks,6059099251.0,0,4,1830000.0,181.0
All Other Banks,6059099305.0,1,4,940000.0,93.0
All Other Banks,6059099306.0,0,8,5210000.0,137.0
All Other Banks,6059099307.0,0,1,545000.0,156.0
All Other Banks,6059099308.0,0,8,7110000.0,225.5
All Other Banks,6059099309.0,1,7,3645000.0,135.0
All Other Banks,6059099310.0,0,7,4945000.0,179.0
All Other Banks,6059099311.0,0,6,4530000.0,231.0
All Other Banks,6059099402.0,0,1,345000.0,60.0
All Other Banks,6059099404.0,0,2,1030000.0,174.5
All Other Banks,6059099405.0,1,3,995000.0,116.5
All Other Banks,6059099406.0,0,8,3580000.0,139.0
All Other Banks,6059099407.0,1,2,900000.0,65.0
All Other Banks,6059099408.0,1,7,4135000.0,158.0
All Other Banks,6059099410.0,0,3,1275000.0,159.0
All Other Banks,6059099411.0,1,3,1065000.0,63.0
All Other Banks,6059099412.0,0,7,3445000.0,202.0
All Other Banks,6059099413.0,1,8,5430000.0,198.0
All Other Banks,6059099415.0,1,8,5790000.0,245.5
All Other Banks,6059099416.0,0,5,1475000.0,90.0
All Other Banks,6059099417.0,0,6,6940000.0,277.0
All Other Banks,6059099504.0,0,2,830000.0,308.0
All Other Banks,6059099506.0,0,2,950000.0,135.5
All Other Banks,6059099508.0,0,1,405000.0,224.0
All Other Banks,6059099511.0,0,2,1870000.0,291.0
All Other Banks,6059099512.0,0,4,2900000.0,249.0
All Other Banks,6059099513.0,0,6,3350000.0,130.0
All Other Banks,6059099514.0,1,13,11955000.0,243.0
All Other Banks,6059099601.0,0,2,970000.0,96.5
All Other Banks,6059099602.0,1,5,2365000.0,120.0
All Other Banks,6059099603.0,0,9,3885000.0,84.0
All Other Banks,6059099604.0,0,2,1280000.0,165.0
All Other Banks,6059099605.0,0,3,1125000.0,168.5
All Other Banks,6059099701.0,2,7,3625000.0,89.0
All Other Banks,6059099702.0,0,4,2100000.0,106.0
All Other Banks,6059099703.0,0,5,2205000.0,90.0
All Other Banks,6059099801.0,1,3,1735000.0,150.0
All Other Banks,6059099803.0,0,3,545000.0,122.0
All Other Banks,6059099902.0,1,6,2910000.0,175.0
All Other Banks,6059099903.0,1,2,860000.0,
All Other Banks,6059099905.0,0,1,385000.0,62.0
All Other Banks,6059099906.0,1,8,3900000.0,98.0
All Other Banks,6059110001.0,0,2,1330000.0,48.0
All Other Banks,6059110003.0,1,8,4060000.0,143.0
All Other Banks,6059110004.0,2,6,3190000.0,161.0
All Other Banks,6059110005.0,1,2,1020000.0,120.0
All Other Banks,6059110006.0,0,2,870000.0,467.5
All Other Banks,6059110007.0,1,6,3340000.0,153.0
All Other Banks,6059110008.0,1,9,6315000.0,188.0
All Other Banks,6059110010.0,0,4,1500000.0,110.0
All Other Banks,6059110011.0,1,2,850000.0,42.0
All Other Banks,6059110012.0,1,11,5405000.0,127.5
All Other Banks,6059110014.0,0,1,955000.0,308.0
All Other Banks,6059110015.0,0,6,2350000.0,108.5
All Other Banks,6059110102.0,1,4,1930000.0,138.0
All Other Banks,6059110104.0,1,4,1835000.0,78.5
All Other Banks,6059110106.0,1,10,4180000.0,148.5
All Other Banks,6059110108.0,2,2,1130000.0,39.5
All Other Banks,6059110109.0,0,5,1705000.0,244.0
All Other Banks,6059110110.0,0,3,1365000.0,175.0
All Other Banks,6059110111.0,1,14,5890000.0,126.0
All Other Banks,6059110113.0,0,5,2265000.0,143.0
All Other Banks,6059110114.0,2,8,3730000.0,90.5
All Other Banks,6059110115.0,1,3,1735000.0,267.5
All Other Banks,6059110116.0,1,4,2260000.0,99.5
All Other Banks,6059110117.0,1,5,2625000.0,137.0
All Other Banks,6059110118.0,2,3,2125000.0,201.0
All Other Banks,6059110201.0,1,16,6420000.0,118.0
All Other Banks,6059110202.0,0,4,1550000.0,126.0
All Other Banks,6059110203.0,0,9,3315000.0,100.0
All Other Banks,6059110301.0,2,10,3810000.0,89.5
All Other Banks,6059110302.0,0,3,1265000.0,75.0
All Other Banks,6059110303.0,0,5,1615000.0,92.0
All Other Banks,6059110304.0,3,6,2630000.0,75.0
All Other Banks,6059110401.0,0,6,2750000.0,108.0
All Other Banks,6059110402.0,0,5,2875000.0,114.0
All Other Banks,6059110500.0,0,2,850000.0,124.0
All Other Banks,6059110603.0,1,6,2980000.0,99.0
All Other Banks,6059110604.0,4,11,4575000.0,121.0
All Other Banks,6059110605.0,1,9,4815000.0,124.5
All Other Banks,6059110606.0,1,5,3605000.0,114.0
All Other Banks,6059110607.0,0,1,665000.0,66.0
All Other Banks,6061020104.0,0,2,1920000.0,652.0
All Other Banks,6061020105.0,0,4,2600000.0,78.0
All Other Banks,6061020106.0,0,2,660000.0,300.0
All Other Banks,6061020107.0,0,2,900000.0,901.5
All Other Banks,6061020200.0,0,9,3495000.0,159.0
All Other Banks,6061020300.0,1,6,1800000.0,110.0
All Other Banks,6061020401.0,0,2,810000.0,202.5
All Other Banks,6061020402.0,1,3,635000.0,60.0
All Other Banks,6061020501.0,0,5,3335000.0,185.0
All Other Banks,6061020502.0,2,8,3400000.0,168.0
All Other Banks,6061020601.0,3,15,7415000.0,142.0
All Other Banks,6061020602.0,2,15,8505000.0,189.5
All Other Banks,6061020604.0,2,10,6940000.0,155.0
All Other Banks,6061020605.0,1,11,9755000.0,169.5
All Other Banks,6061020606.0,1,3,1775000.0,191.0
All Other Banks,6061020710.0,1,8,2690000.0,137.0
All Other Banks,6061020711.0,0,2,580000.0,97.0
All Other Banks,6061020712.0,0,3,1085000.0,81.0
All Other Banks,6061020713.0,0,2,560000.0,195.5
All Other Banks,6061020714.0,2,7,2595000.0,111.5
All Other Banks,6061020715.0,0,5,2025000.0,85.0
All Other Banks,6061020717.0,2,3,985000.0,239.0
All Other Banks,6061020805.0,1,5,1655000.0,117.5
All Other Banks,6061020806.0,0,4,1110000.0,98.0
All Other Banks,6061020901.0,1,3,555000.0,77.0
All Other Banks,6061020908.0,1,7,3205000.0,103.0
All Other Banks,6061021003.0,0,7,2715000.0,94.0
All Other Banks,6061021034.0,0,4,1290000.0,95.0
All Other Banks,6061021035.0,1,12,4260000.0,102.0
All Other Banks,6061021037.0,0,2,660000.0,130.0
All Other Banks,6061021038.0,1,12,4570000.0,114.0
All Other Banks,6061021039.0,0,4,1340000.0,64.0
All Other Banks,6061021040.0,0,9,2505000.0,88.0
All Other Banks,6061021043.0,1,9,3865000.0,178.0
All Other Banks,6061021044.0,0,9,3755000.0,128.0
All Other Banks,6061021045.0,1,5,1245000.0,74.0
All Other Banks,6061021046.0,0,9,3335000.0,115.0
All Other Banks,6061021103.0,2,5,2365000.0,125.0
All Other Banks,6061021106.0,0,2,580000.0,111.0
All Other Banks,6061021108.0,0,5,1515000.0,82.0
All Other Banks,6061021109.0,2,11,4355000.0,129.5
All Other Banks,6061021122.0,1,6,2730000.0,172.0
All Other Banks,6061021123.0,0,12,4520000.0,95.0
All Other Banks,6061021128.0,0,4,1130000.0,125.5
All Other Banks,6061021129.0,2,6,2010000.0,101.0
All Other Banks,6061021130.0,1,2,980000.0,95.0
All Other Banks,6061021131.0,0,4,1910000.0,199.0
All Other Banks,6061021203.0,1,12,5240000.0,168.5
All Other Banks,6061021204.0,1,6,3130000.0,184.0
All Other Banks,6061021304.0,0,6,2580000.0,107.0
All Other Banks,6061021309.0,9,47,21905000.0,163.0
All Other Banks,6061021322.0,10,79,35245000.0,131.0
All Other Banks,6061021401.0,0,3,875000.0,97.0
All Other Banks,6061021403.0,0,4,1410000.0,83.0
All Other Banks,6061021501.0,2,10,4390000.0,178.5
All Other Banks,6061021502.0,0,6,2110000.0,78.5
All Other Banks,6061021603.0,2,8,1420000.0,88.0
All Other Banks,6061021604.0,0,6,3890000.0,344.0
All Other Banks,6061021801.0,1,7,2555000.0,103.0
All Other Banks,6061021802.0,1,10,3940000.0,113.0
All Other Banks,6061021901.0,0,8,2400000.0,77.5
All Other Banks,6061021902.0,0,9,3095000.0,155.0
All Other Banks,6061022002.0,1,14,4290000.0,103.5
All Other Banks,6061022011.0,1,9,6615000.0,253.0
All Other Banks,6061022013.0,0,4,1110000.0,147.0
All Other Banks,6061022014.0,2,5,2625000.0,248.0
All Other Banks,6061022200.0,0,4,2020000.0,192.5
All Other Banks,6061022300.0,0,4,3470000.0,683.5
All Other Banks,6061022400.0,1,3,925000.0,306.0
All Other Banks,6061022500.0,1,9,4265000.0,197.0
All Other Banks,6061022600.0,0,4,1530000.0,158.5
All Other Banks,6061022800.0,0,6,2220000.0,105.5
All Other Banks,6061022900.0,1,9,63555000.0,138.0
All Other Banks,6061023000.0,1,6,2180000.0,117.5
All Other Banks,6061023100.0,1,18,7010000.0,118.0
All Other Banks,6061023200.0,2,12,5390000.0,130.0
All Other Banks,6061023300.0,0,5,1815000.0,94.0
All Other Banks,6061023400.0,2,16,5650000.0,130.0
All Other Banks,6061023500.0,4,22,10410000.0,140.0
All Other Banks,6061023600.0,0,5,2055000.0,95.0
All Other Banks,6061023700.0,0,7,1915000.0,62.0
All Other Banks,6061023800.0,1,5,1625000.0,73.0
All Other Banks,6061023900.0,1,6,2350000.0,118.0
All Other Banks,6063000100.0,1,9,2225000.0,125.0
All Other Banks,6063000201.0,0,1,255000.0,277.0
All Other Banks,6063000300.0,1,6,1520000.0,129.0
All Other Banks,6063000400.0,0,2,630000.0,73.5
All Other Banks,6063000501.0,1,2,360000.0,74.0
All Other Banks,6063000502.0,0,5,2475000.0,459.0
All Other Banks,6065030101.0,0,1,295000.0,51.0
All Other Banks,6065030103.0,2,4,1260000.0,59.0
All Other Banks,6065030104.0,1,7,2495000.0,92.0
All Other Banks,6065030200.0,3,10,2870000.0,96.0
All Other Banks,6065030300.0,0,2,640000.0,92.0
All Other Banks,6065030400.0,1,8,2640000.0,72.0
All Other Banks,6065030501.0,2,5,1205000.0,105.0
All Other Banks,6065030502.0,0,3,555000.0,45.0
All Other Banks,6065030503.0,1,1,165000.0,
All Other Banks,6065030601.0,1,8,6170000.0,246.5
All Other Banks,6065030602.0,0,1,545000.0,148.0
All Other Banks,6065030603.0,1,4,1550000.0,120.0
All Other Banks,6065030700.0,0,6,2170000.0,140.5
All Other Banks,6065030800.0,2,9,2465000.0,83.0
All Other Banks,6065030900.0,0,2,540000.0,37.5
All Other Banks,6065031001.0,2,8,3070000.0,112.0
All Other Banks,6065031002.0,2,5,1945000.0,115.0
All Other Banks,6065031100.0,1,7,2285000.0,125.0
All Other Banks,6065031200.0,1,14,4390000.0,101.0
All Other Banks,6065031300.0,1,3,845000.0,66.0
All Other Banks,6065031401.0,1,7,2805000.0,107.0
All Other Banks,6065031402.0,2,7,2385000.0,93.5
All Other Banks,6065031501.0,0,4,1380000.0,79.0
All Other Banks,6065031502.0,0,5,1315000.0,41.0
All Other Banks,6065031602.0,0,3,1015000.0,90.0
All Other Banks,6065031701.0,0,5,4615000.0,154.0
All Other Banks,6065031702.0,0,4,1160000.0,124.0
All Other Banks,6065031703.0,0,6,2160000.0,70.0
All Other Banks,6065031704.0,0,2,440000.0,75.0
All Other Banks,6065040101.0,1,2,740000.0,106.0
All Other Banks,6065040102.0,4,17,7175000.0,125.0
All Other Banks,6065040201.0,0,8,2470000.0,79.0
All Other Banks,6065040202.0,1,2,780000.0,78.0
All Other Banks,6065040203.0,0,1,195000.0,105.0
All Other Banks,6065040301.0,0,4,670000.0,95.0
All Other Banks,6065040302.0,0,9,2835000.0,89.0
All Other Banks,6065040303.0,2,3,735000.0,31.0
All Other Banks,6065040402.0,0,2,620000.0,61.5
All Other Banks,6065040403.0,1,3,1415000.0,71.5
All Other Banks,6065040404.0,1,8,2510000.0,94.0
All Other Banks,6065040405.0,1,9,2895000.0,101.0
All Other Banks,6065040501.0,2,11,2785000.0,96.0
All Other Banks,6065040502.0,0,3,965000.0,103.0
All Other Banks,6065040503.0,1,4,1200000.0,67.0
All Other Banks,6065040603.0,0,1,395000.0,
All Other Banks,6065040604.0,2,9,3545000.0,126.0
All Other Banks,6065040605.0,0,3,1245000.0,91.5
All Other Banks,6065040606.0,1,5,1815000.0,106.5
All Other Banks,6065040607.0,5,22,8720000.0,109.0
All Other Banks,6065040609.0,2,26,10280000.0,135.0
All Other Banks,6065040611.0,1,13,5865000.0,122.5
All Other Banks,6065040613.0,2,20,9170000.0,150.0
All Other Banks,6065040615.0,1,19,8175000.0,134.0
All Other Banks,6065040616.0,4,8,3780000.0,134.5
All Other Banks,6065040701.0,0,1,565000.0,120.0
All Other Banks,6065040702.0,0,3,1355000.0,107.0
All Other Banks,6065040703.0,3,4,1930000.0,131.0
All Other Banks,6065040806.0,2,4,1140000.0,240.0
All Other Banks,6065040807.0,0,5,1635000.0,138.0
All Other Banks,6065040808.0,0,3,765000.0,82.5
All Other Banks,6065040809.0,0,3,595000.0,75.0
All Other Banks,6065040812.0,1,7,2945000.0,123.0
All Other Banks,6065040813.0,0,13,5065000.0,140.0
All Other Banks,6065040814.0,2,4,1780000.0,120.0
All Other Banks,6065040815.0,0,5,1675000.0,89.0
All Other Banks,6065040816.0,0,7,3545000.0,119.0
All Other Banks,6065040821.0,0,5,1495000.0,121.0
All Other Banks,6065040901.0,1,9,3075000.0,116.0
All Other Banks,6065040902.0,1,10,3560000.0,91.0
All Other Banks,6065040903.0,0,2,630000.0,83.5
All Other Banks,6065040904.0,1,4,1490000.0,94.0
All Other Banks,6065041001.0,1,2,450000.0,94.5
All Other Banks,6065041002.0,0,1,185000.0,86.0
All Other Banks,6065041003.0,0,3,1275000.0,66.0
All Other Banks,6065041004.0,1,3,1155000.0,122.0
All Other Banks,6065041101.0,0,2,2090000.0,86.0
All Other Banks,6065041102.0,0,3,1035000.0,97.0
All Other Banks,6065041201.0,0,3,835000.0,100.0
All Other Banks,6065041202.0,0,3,745000.0,70.0
All Other Banks,6065041203.0,0,1,375000.0,135.0
All Other Banks,6065041301.0,0,2,710000.0,65.0
All Other Banks,6065041403.0,1,11,4045000.0,104.0
All Other Banks,6065041404.0,1,6,1720000.0,113.5
All Other Banks,6065041405.0,0,3,935000.0,86.0
All Other Banks,6065041406.0,0,1,455000.0,10.0
All Other Banks,6065041407.0,0,2,690000.0,132.0
All Other Banks,6065041408.0,1,1,395000.0,133.0
All Other Banks,6065041409.0,3,23,10525000.0,117.5
All Other Banks,6065041411.0,0,3,1015000.0,68.0
All Other Banks,6065041412.0,0,5,1345000.0,78.0
All Other Banks,6065041500.0,0,5,1385000.0,87.0
All Other Banks,6065041600.0,1,2,470000.0,132.5
All Other Banks,6065041702.0,0,5,1735000.0,123.5
All Other Banks,6065041803.0,2,11,3665000.0,150.0
All Other Banks,6065041804.0,0,7,2635000.0,74.0
All Other Banks,6065041805.0,1,13,3625000.0,81.0
All Other Banks,6065041806.0,1,3,1015000.0,99.5
All Other Banks,6065041807.0,0,1,195000.0,29.0
All Other Banks,6065041808.0,2,9,4615000.0,152.0
All Other Banks,6065041809.0,1,7,2605000.0,93.0
All Other Banks,6065041810.0,4,9,3065000.0,99.5
All Other Banks,6065041812.0,0,3,1215000.0,176.0
All Other Banks,6065041813.0,0,3,935000.0,85.0
All Other Banks,6065041904.0,0,6,1900000.0,109.5
All Other Banks,6065041905.0,0,2,750000.0,72.0
All Other Banks,6065041906.0,0,2,500000.0,127.0
All Other Banks,6065041909.0,1,10,3450000.0,104.0
All Other Banks,6065041910.0,1,16,5560000.0,108.5
All Other Banks,6065041911.0,2,34,14050000.0,127.0
All Other Banks,6065041912.0,3,10,4040000.0,118.0
All Other Banks,6065041913.0,2,10,3690000.0,82.0
All Other Banks,6065042003.0,0,6,2870000.0,129.5
All Other Banks,6065042004.0,0,3,1225000.0,155.0
All Other Banks,6065042005.0,0,10,4630000.0,114.0
All Other Banks,6065042007.0,0,15,6505000.0,101.0
All Other Banks,6065042008.0,3,18,8230000.0,122.5
All Other Banks,6065042009.0,1,8,2790000.0,130.0
All Other Banks,6065042010.0,3,6,1660000.0,60.0
All Other Banks,6065042012.0,1,7,2675000.0,103.5
All Other Banks,6065042013.0,0,5,2065000.0,130.0
All Other Banks,6065042014.0,1,12,3690000.0,93.0
All Other Banks,6065042206.0,0,5,1505000.0,93.0
All Other Banks,6065042207.0,0,4,1460000.0,232.5
All Other Banks,6065042208.0,1,3,1315000.0,103.0
All Other Banks,6065042209.0,0,1,185000.0,223.0
All Other Banks,6065042210.0,0,2,710000.0,118.0
All Other Banks,6065042212.0,0,8,2360000.0,97.5
All Other Banks,6065042213.0,2,6,1940000.0,83.0
All Other Banks,6065042214.0,6,21,8265000.0,109.5
All Other Banks,6065042217.0,0,7,2775000.0,125.5
All Other Banks,6065042300.0,2,17,6775000.0,103.0
All Other Banks,6065042401.0,0,4,1730000.0,136.0
All Other Banks,6065042402.0,0,5,1835000.0,93.0
All Other Banks,6065042403.0,0,8,1960000.0,78.0
All Other Banks,6065042404.0,0,1,335000.0,75.0
All Other Banks,6065042405.0,1,4,870000.0,56.0
All Other Banks,6065042406.0,1,6,1620000.0,53.5
All Other Banks,6065042407.0,0,2,550000.0,89.5
All Other Banks,6065042408.0,1,3,855000.0,53.0
All Other Banks,6065042409.0,0,5,915000.0,77.0
All Other Banks,6065042410.0,2,16,5630000.0,103.0
All Other Banks,6065042411.0,1,5,1435000.0,86.0
All Other Banks,6065042412.0,1,10,3780000.0,91.0
All Other Banks,6065042505.0,0,1,235000.0,67.0
All Other Banks,6065042506.0,2,4,1390000.0,142.0
All Other Banks,6065042507.0,0,8,2720000.0,82.5
All Other Banks,6065042508.0,0,5,1595000.0,75.0
All Other Banks,6065042509.0,0,3,1115000.0,102.0
All Other Banks,6065042510.0,2,8,2160000.0,60.0
All Other Banks,6065042511.0,0,2,500000.0,95.5
All Other Banks,6065042513.0,0,2,470000.0,68.5
All Other Banks,6065042514.0,2,6,1560000.0,70.0
All Other Banks,6065042515.0,1,2,520000.0,90.0
All Other Banks,6065042516.0,0,2,740000.0,122.5
All Other Banks,6065042517.0,0,3,525000.0,45.0
All Other Banks,6065042518.0,1,2,680000.0,76.0
All Other Banks,6065042519.0,0,2,620000.0,138.0
All Other Banks,6065042520.0,0,6,1890000.0,85.5
All Other Banks,6065042521.0,0,6,1570000.0,107.0
All Other Banks,6065042617.0,1,4,1070000.0,62.5
All Other Banks,6065042618.0,1,5,1385000.0,74.0
All Other Banks,6065042619.0,3,16,3810000.0,70.0
All Other Banks,6065042620.0,2,20,6350000.0,90.0
All Other Banks,6065042621.0,2,11,4095000.0,95.0
All Other Banks,6065042622.0,0,10,2880000.0,98.0
All Other Banks,6065042623.0,1,8,2300000.0,108.5
All Other Banks,6065042624.0,1,6,2430000.0,123.0
All Other Banks,6065042706.0,0,7,1415000.0,57.5
All Other Banks,6065042708.0,1,7,1615000.0,85.5
All Other Banks,6065042709.0,1,9,1875000.0,72.5
All Other Banks,6065042711.0,2,13,3115000.0,90.0
All Other Banks,6065042714.0,1,5,1565000.0,179.0
All Other Banks,6065042715.0,4,21,8565000.0,138.5
All Other Banks,6065042716.0,1,8,2810000.0,88.5
All Other Banks,6065042717.0,0,6,2360000.0,93.5
All Other Banks,6065042719.0,1,5,1335000.0,90.0
All Other Banks,6065042720.0,0,5,1585000.0,85.0
All Other Banks,6065042723.0,1,9,2095000.0,66.0
All Other Banks,6065042724.0,2,7,2735000.0,122.0
All Other Banks,6065042726.0,3,23,7835000.0,104.0
All Other Banks,6065042728.0,2,9,3805000.0,91.0
All Other Banks,6065042729.0,5,21,5815000.0,103.5
All Other Banks,6065042730.0,0,4,1910000.0,112.0
All Other Banks,6065042731.0,5,19,6735000.0,105.0
All Other Banks,6065042732.0,1,17,6585000.0,112.0
All Other Banks,6065042733.0,5,38,14700000.0,105.0
All Other Banks,6065042737.0,2,8,3460000.0,112.0
All Other Banks,6065042738.0,5,30,11730000.0,100.0
All Other Banks,6065042739.0,5,26,8970000.0,118.5
All Other Banks,6065042740.0,2,6,1160000.0,61.5
All Other Banks,6065042741.0,1,4,810000.0,68.5
All Other Banks,6065042742.0,3,11,4595000.0,109.0
All Other Banks,6065042743.0,1,16,5750000.0,79.0
All Other Banks,6065042744.0,0,2,370000.0,125.5
All Other Banks,6065042745.0,1,12,2910000.0,83.0
All Other Banks,6065042800.0,0,3,965000.0,65.0
All Other Banks,6065042901.0,0,2,630000.0,77.5
All Other Banks,6065042902.0,0,7,1495000.0,65.0
All Other Banks,6065042903.0,0,4,880000.0,66.5
All Other Banks,6065042904.0,3,7,2195000.0,78.0
All Other Banks,6065043001.0,4,16,5840000.0,110.0
All Other Banks,6065043003.0,0,5,1955000.0,108.0
All Other Banks,6065043005.0,0,8,2530000.0,91.0
All Other Banks,6065043006.0,2,10,2600000.0,65.0
All Other Banks,6065043007.0,2,12,4890000.0,100.5
All Other Banks,6065043008.0,0,7,2485000.0,109.0
All Other Banks,6065043009.0,1,17,6115000.0,94.0
All Other Banks,6065043010.0,1,10,3670000.0,92.0
All Other Banks,6065043206.0,1,7,1765000.0,105.0
All Other Banks,6065043211.0,0,13,4525000.0,78.0
All Other Banks,6065043216.0,2,9,3655000.0,130.5
All Other Banks,6065043217.0,1,9,3125000.0,93.0
All Other Banks,6065043218.0,2,7,2145000.0,108.0
All Other Banks,6065043220.0,1,4,870000.0,70.0
All Other Banks,6065043222.0,1,11,6705000.0,214.5
All Other Banks,6065043227.0,0,10,3830000.0,102.0
All Other Banks,6065043228.0,0,5,1855000.0,117.5
All Other Banks,6065043229.0,0,6,2460000.0,74.0
All Other Banks,6065043235.0,7,34,15550000.0,116.5
All Other Banks,6065043239.0,4,16,9520000.0,167.0
All Other Banks,6065043240.0,2,31,12995000.0,116.0
All Other Banks,6065043242.0,2,11,4225000.0,120.0
All Other Banks,6065043244.0,2,15,6095000.0,90.0
All Other Banks,6065043246.0,1,10,4690000.0,116.0
All Other Banks,6065043247.0,3,27,11245000.0,107.0
All Other Banks,6065043248.0,2,8,3950000.0,168.0
All Other Banks,6065043250.0,0,10,3670000.0,130.5
All Other Banks,6065043252.0,4,25,10475000.0,134.0
All Other Banks,6065043254.0,0,5,2045000.0,145.5
