which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,6001423200.0,0,1,1085000.0,330.0
All Other Banks,6001423300.0,0,1,795000.0,242.0
All Other Banks,6001423400.0,0,7,2905000.0,159.0
All Other Banks,6001423601.0,0,1,295000.0,184.0
All Other Banks,6001423602.0,0,1,1125000.0,229.0
All Other Banks,6001423700.0,1,4,4880000.0,412.0
All Other Banks,6001423800.0,0,3,2865000.0,387.0
All Other Banks,6001423901.0,0,3,1235000.0,96.0
All Other Banks,6001423902.0,0,1,305000.0,244.0
All Other Banks,6001424001.0,1,4,3180000.0,178.0
All Other Banks,6001424002.0,1,3,1485000.0,214.0
All Other Banks,6001425101.0,1,1,355000.0,
All Other Banks,6001425102.0,0,2,690000.0,130.5
All Other Banks,6001425103.0,2,5,2405000.0,161.5
All Other Banks,6001425104.0,1,5,2095000.0,73.0
All Other Banks,6001426100.0,2,7,6645000.0,206.0
All Other Banks,6001426200.0,0,10,8450000.0,333.5
All Other Banks,6001427100.0,0,4,3080000.0,270.5
All Other Banks,6001427200.0,3,5,1995000.0,137.5
All Other Banks,6001427300.0,0,4,1990000.0,129.0
All Other Banks,6001427600.0,0,1,305000.0,518.0
All Other Banks,6001427700.0,1,2,920000.0,137.0
All Other Banks,6001427800.0,0,5,3445000.0,278.0
All Other Banks,6001427900.0,0,7,4035000.0,210.5
All Other Banks,6001428000.0,0,2,1260000.0,102.0
All Other Banks,6001428100.0,1,5,3625000.0,266.0
All Other Banks,6001428200.0,0,8,3830000.0,126.0
All Other Banks,6001428301.0,0,3,815000.0,206.0
All Other Banks,6001428302.0,0,7,4515000.0,136.0
All Other Banks,6001428400.0,2,6,4280000.0,211.5
All Other Banks,6001428500.0,0,1,305000.0,86.0
All Other Banks,6001428600.0,1,2,880000.0,274.0
All Other Banks,6001428700.0,0,6,3780000.0,331.5
All Other Banks,6001430101.0,2,13,8845000.0,213.5
All Other Banks,6001430102.0,1,4,3130000.0,244.0
All Other Banks,6001430200.0,1,12,5800000.0,179.5
All Other Banks,6001430300.0,0,1,305000.0,136.0
All Other Banks,6001430400.0,1,3,865000.0,160.0
All Other Banks,6001430500.0,4,10,4750000.0,96.0
All Other Banks,6001430600.0,1,6,2910000.0,139.0
All Other Banks,6001430700.0,2,11,6095000.0,116.0
All Other Banks,6001430800.0,0,5,2515000.0,145.0
All Other Banks,6001430900.0,0,1,1275000.0,411.0
All Other Banks,6001431100.0,1,1,745000.0,313.0
All Other Banks,6001431200.0,2,11,4685000.0,119.0
All Other Banks,6001432100.0,1,6,2630000.0,147.0
All Other Banks,6001432200.0,2,6,3100000.0,179.0
All Other Banks,6001432300.0,1,7,2295000.0,101.0
All Other Banks,6001432400.0,0,5,2045000.0,176.0
All Other Banks,6001432501.0,2,2,1260000.0,113.0
All Other Banks,6001432502.0,1,1,435000.0,64.0
All Other Banks,6001432600.0,0,2,680000.0,88.0
All Other Banks,6001432700.0,1,4,2030000.0,178.5
All Other Banks,6001432800.0,0,6,3550000.0,140.0
All Other Banks,6001433000.0,0,2,1150000.0,170.0
All Other Banks,6001433102.0,1,2,610000.0,225.5
All Other Banks,6001433103.0,0,1,225000.0,74.0
All Other Banks,6001433104.0,0,1,375000.0,425.0
All Other Banks,6001433200.0,1,5,2105000.0,100.0
All Other Banks,6001433300.0,2,7,2675000.0,86.0
All Other Banks,6001433400.0,1,9,3635000.0,137.0
All Other Banks,6001433500.0,1,4,1700000.0,95.0
All Other Banks,6001433600.0,0,6,2440000.0,145.0
All Other Banks,6001433700.0,1,1,265000.0,
All Other Banks,6001433800.0,1,8,3020000.0,89.0
All Other Banks,6001433900.0,0,4,7210000.0,113.5
All Other Banks,6001434000.0,0,2,840000.0,121.5
All Other Banks,6001435102.0,0,8,3810000.0,121.0
All Other Banks,6001435103.0,0,11,8215000.0,206.0
All Other Banks,6001435104.0,0,5,3135000.0,112.0
All Other Banks,6001435200.0,1,4,2110000.0,148.5
All Other Banks,6001435300.0,2,6,2990000.0,140.5
All Other Banks,6001435400.0,0,4,1340000.0,99.5
All Other Banks,6001435500.0,0,4,2010000.0,107.5
All Other Banks,6001435601.0,0,2,1270000.0,134.0
All Other Banks,6001435602.0,1,1,435000.0,
All Other Banks,6001435700.0,0,6,3330000.0,102.0
All Other Banks,6001435800.0,1,8,3790000.0,161.0
All Other Banks,6001435900.0,1,7,2565000.0,137.5
All Other Banks,6001436000.0,1,5,2075000.0,90.0
All Other Banks,6001436100.0,1,4,2170000.0,140.0
All Other Banks,6001436200.0,1,3,1515000.0,132.0
All Other Banks,6001436300.0,4,10,4260000.0,93.0
All Other Banks,6001436401.0,1,8,4040000.0,134.0
All Other Banks,6001436402.0,0,4,1250000.0,184.0
All Other Banks,6001436500.0,1,5,2955000.0,131.0
All Other Banks,6001436601.0,1,3,1225000.0,52.0
All Other Banks,6001436602.0,0,3,1375000.0,210.0
All Other Banks,6001436700.0,2,5,2095000.0,125.0
All Other Banks,6001436800.0,0,4,2410000.0,145.0
All Other Banks,6001436900.0,1,2,1190000.0,132.0
All Other Banks,6001437000.0,1,4,1530000.0,151.0
All Other Banks,6001437101.0,1,5,2715000.0,120.5
All Other Banks,6001437102.0,0,2,850000.0,57.0
All Other Banks,6001437200.0,2,14,8070000.0,125.0
All Other Banks,6001437300.0,0,2,1050000.0,91.0
All Other Banks,6001437400.0,0,5,2275000.0,119.0
All Other Banks,6001437500.0,0,2,590000.0,205.0
All Other Banks,6001437600.0,0,10,8450000.0,95.0
All Other Banks,6001437800.0,2,7,2695000.0,112.0
All Other Banks,6001438000.0,2,5,2255000.0,135.0
All Other Banks,6001438100.0,1,8,4400000.0,118.5
All Other Banks,6001438201.0,0,4,1340000.0,87.0
All Other Banks,6001438203.0,2,3,1645000.0,92.0
All Other Banks,6001438204.0,0,5,2285000.0,161.0
All Other Banks,6001438300.0,1,4,1120000.0,49.0
All Other Banks,6001438400.0,0,2,870000.0,105.0
All Other Banks,6001440100.0,0,1,385000.0,98.0
All Other Banks,6001440200.0,0,5,2955000.0,125.5
All Other Banks,6001440301.0,2,13,6125000.0,140.5
All Other Banks,6001440304.0,1,8,4400000.0,214.0
All Other Banks,6001440305.0,1,3,1865000.0,138.5
All Other Banks,6001440306.0,0,3,1585000.0,200.0
All Other Banks,6001440307.0,0,5,2475000.0,174.0
All Other Banks,6001440308.0,2,4,2530000.0,189.0
All Other Banks,6001440331.0,0,4,1840000.0,141.5
All Other Banks,6001440332.0,2,9,4465000.0,257.0
All Other Banks,6001440333.0,0,3,2145000.0,86.0
All Other Banks,6001440334.0,0,3,1465000.0,171.0
All Other Banks,6001440335.0,1,7,4855000.0,230.0
All Other Banks,6001440336.0,2,4,1920000.0,138.0
All Other Banks,6001441100.0,0,3,1755000.0,140.0
All Other Banks,6001441200.0,1,14,8350000.0,153.0
All Other Banks,6001441301.0,2,5,4135000.0,256.0
All Other Banks,6001441302.0,0,3,1915000.0,200.0
All Other Banks,6001441401.0,1,10,3750000.0,167.0
All Other Banks,6001441402.0,3,9,6785000.0,182.5
All Other Banks,6001441501.0,1,9,4435000.0,135.0
All Other Banks,6001441503.0,0,18,12530000.0,233.0
All Other Banks,6001441521.0,0,4,1830000.0,167.5
All Other Banks,6001441522.0,0,5,2665000.0,142.0
All Other Banks,6001441523.0,0,2,1260000.0,150.0
All Other Banks,6001441524.0,0,3,2585000.0,333.0
All Other Banks,6001441601.0,1,13,8475000.0,160.5
All Other Banks,6001441602.0,1,7,3575000.0,120.0
All Other Banks,6001441700.0,3,14,8370000.0,150.0
All Other Banks,6001441800.0,2,5,2795000.0,140.5
All Other Banks,6001441921.0,0,3,2595000.0,225.0
All Other Banks,6001441923.0,0,2,760000.0,107.5
All Other Banks,6001441924.0,2,13,6965000.0,152.0
All Other Banks,6001441925.0,0,6,3420000.0,172.0
All Other Banks,6001441926.0,0,3,1235000.0,165.0
All Other Banks,6001441927.0,1,3,1675000.0,155.0
All Other Banks,6001442000.0,2,7,7145000.0,355.0
All Other Banks,6001442100.0,2,9,6105000.0,201.0
All Other Banks,6001442200.0,1,14,12990000.0,242.5
All Other Banks,6001442301.0,0,5,2845000.0,190.0
All Other Banks,6001442302.0,3,10,6690000.0,158.5
All Other Banks,6001442400.0,0,11,4615000.0,144.5
All Other Banks,6001442500.0,1,13,8765000.0,190.0
All Other Banks,6001442601.0,0,6,4560000.0,202.0
All Other Banks,6001442602.0,1,7,3995000.0,190.5
All Other Banks,6001442700.0,1,6,3480000.0,178.0
All Other Banks,6001442800.0,0,4,1960000.0,175.0
All Other Banks,6001442900.0,2,15,8115000.0,120.0
All Other Banks,6001443001.0,1,5,2215000.0,240.5
All Other Banks,6001443002.0,1,10,5920000.0,177.0
All Other Banks,6001443102.0,0,8,5770000.0,211.5
All Other Banks,6001443103.0,0,6,5630000.0,246.5
All Other Banks,6001443104.0,3,11,5805000.0,245.0
All Other Banks,6001443105.0,2,18,10990000.0,246.0
All Other Banks,6001443200.0,1,13,10545000.0,212.0
All Other Banks,6001443301.0,1,10,7750000.0,271.0
All Other Banks,6001443321.0,0,6,2580000.0,213.0
All Other Banks,6001443322.0,2,7,2725000.0,195.0
All Other Banks,6001444100.0,0,13,7945000.0,172.0
All Other Banks,6001444200.0,1,10,5630000.0,154.0
All Other Banks,6001444301.0,2,6,4340000.0,124.0
All Other Banks,6001444302.0,2,20,15250000.0,225.0
All Other Banks,6001444400.0,0,9,4095000.0,93.0
All Other Banks,6001444500.0,1,4,2460000.0,228.5
All Other Banks,6001444601.0,3,10,6420000.0,240.5
All Other Banks,6001444602.0,0,11,6675000.0,167.0
All Other Banks,6001450101.0,0,2,540000.0,166.0
All Other Banks,6001450102.0,3,13,9845000.0,201.0
All Other Banks,6001450200.0,2,8,3060000.0,161.0
All Other Banks,6001450300.0,1,3,1045000.0,151.0
All Other Banks,6001450400.0,1,7,3085000.0,138.5
All Other Banks,6001450501.0,0,6,3800000.0,217.0
All Other Banks,6001450502.0,0,12,7000000.0,206.0
All Other Banks,6001450601.0,0,5,2595000.0,232.0
All Other Banks,6001450602.0,2,17,11015000.0,184.0
All Other Banks,6001450603.0,0,7,3565000.0,212.0
All Other Banks,6001450604.0,1,10,7500000.0,164.0
All Other Banks,6001450605.0,2,6,4700000.0,215.0
All Other Banks,6001450606.0,1,11,6915000.0,225.0
All Other Banks,6001450607.0,1,11,8795000.0,234.0
All Other Banks,6001450701.0,1,14,16260000.0,344.0
All Other Banks,6001450741.0,2,11,7895000.0,226.0
All Other Banks,6001450742.0,2,12,7140000.0,197.0
All Other Banks,6001450743.0,2,6,2770000.0,132.0
All Other Banks,6001450744.0,1,11,4595000.0,182.5
All Other Banks,6001450745.0,0,4,1800000.0,186.5
All Other Banks,6001450746.0,0,2,1230000.0,145.5
All Other Banks,6001450750.0,1,9,5335000.0,170.0
All Other Banks,6001450751.0,2,26,15660000.0,258.0
All Other Banks,6001450752.0,3,29,24345000.0,268.0
All Other Banks,6001451101.0,3,20,11990000.0,194.0
All Other Banks,6001451102.0,1,9,6485000.0,250.0
All Other Banks,6001451201.0,0,14,5990000.0,134.0
All Other Banks,6001451202.0,2,11,5865000.0,173.5
All Other Banks,6001451300.0,2,15,9015000.0,144.0
All Other Banks,6001451401.0,1,11,6495000.0,140.0
All Other Banks,6001451403.0,0,4,1410000.0,227.5
All Other Banks,6001451404.0,1,7,3395000.0,187.0
All Other Banks,6001451501.0,0,5,4075000.0,287.0
All Other Banks,6001451503.0,1,9,4335000.0,130.0
All Other Banks,6001451504.0,0,3,875000.0,169.5
All Other Banks,6001451505.0,1,6,3630000.0,92.0
All Other Banks,6001451601.0,1,9,4255000.0,270.0
All Other Banks,6001451602.0,1,10,6050000.0,126.5
All Other Banks,6001451701.0,0,4,2250000.0,165.5
All Other Banks,6001451703.0,0,6,2210000.0,214.0
All Other Banks,6001451704.0,1,10,5530000.0,182.0
All Other Banks,6001983200.0,0,2,1140000.0,1108.5
All Other Banks,6003010000.0,0,2,670000.0,170.5
All Other Banks,6005000101.0,0,8,2270000.0,97.0
All Other Banks,6005000102.0,0,2,410000.0,203.0
All Other Banks,6005000200.0,1,4,1590000.0,104.0
All Other Banks,6005000303.0,4,16,3770000.0,99.0
All Other Banks,6005000304.0,2,7,1885000.0,51.0
All Other Banks,6005000401.0,0,2,1100000.0,420.0
All Other Banks,6005000402.0,3,9,3065000.0,92.0
All Other Banks,6005000500.0,0,5,1305000.0,72.0
All Other Banks,6007000102.0,0,6,1640000.0,67.5
All Other Banks,6007000103.0,0,7,2075000.0,84.0
All Other Banks,6007000104.0,0,5,1265000.0,81.0
All Other Banks,6007000201.0,0,3,625000.0,90.0
All Other Banks,6007000202.0,0,3,775000.0,248.0
All Other Banks,6007000300.0,1,3,895000.0,209.0
All Other Banks,6007000401.0,0,7,1725000.0,115.0
All Other Banks,6007000402.0,0,6,1690000.0,121.0
All Other Banks,6007000502.0,0,1,475000.0,129.0
All Other Banks,6007000601.0,0,3,505000.0,77.0
All Other Banks,6007000603.0,1,3,865000.0,139.0
All Other Banks,6007000604.0,0,1,355000.0,85.0
All Other Banks,6007000700.0,0,2,630000.0,21.5
All Other Banks,6007000800.0,1,2,390000.0,80.5
All Other Banks,6007000901.0,0,2,320000.0,173.0
All Other Banks,6007000903.0,0,5,765000.0,76.0
All Other Banks,6007000904.0,0,7,2095000.0,100.0
All Other Banks,6007001000.0,0,1,545000.0,93.0
All Other Banks,6007001200.0,0,1,225000.0,125.0
All Other Banks,6007001300.0,0,7,2155000.0,100.0
All Other Banks,6007001400.0,1,11,3945000.0,122.0
All Other Banks,6007001500.0,0,1,125000.0,61.0
All Other Banks,6007001600.0,2,8,3170000.0,74.0
All Other Banks,6007001702.0,0,3,465000.0,35.0
All Other Banks,6007001703.0,0,2,450000.0,49.0
All Other Banks,6007001704.0,0,3,445000.0,85.0
All Other Banks,6007001800.0,0,2,260000.0,42.5
All Other Banks,6007002000.0,0,1,55000.0,157.0
All Other Banks,6007002100.0,0,2,420000.0,54.0
All Other Banks,6007002300.0,0,2,810000.0,120.5
All Other Banks,6007002400.0,0,2,490000.0,72.0
All Other Banks,6007002500.0,0,4,600000.0,55.0
All Other Banks,6007002601.0,0,4,1240000.0,50.5
All Other Banks,6007002602.0,1,6,1160000.0,94.0
All Other Banks,6007002700.0,0,3,665000.0,37.0
All Other Banks,6007002800.0,0,5,925000.0,31.0
All Other Banks,6007002900.0,0,5,1045000.0,39.0
All Other Banks,6007003002.0,0,2,400000.0,94.5
All Other Banks,6007003100.0,1,7,1385000.0,64.5
All Other Banks,6007003200.0,0,3,705000.0,70.0
All Other Banks,6007003300.0,0,5,1265000.0,95.0
All Other Banks,6007003400.0,0,2,540000.0,136.0
All Other Banks,6007003501.0,0,2,350000.0,106.0
All Other Banks,6007003502.0,0,2,410000.0,58.5
All Other Banks,6007003600.0,1,3,805000.0,195.0
All Other Banks,6007003700.0,0,2,470000.0,111.5
All Other Banks,6009000120.0,1,9,3105000.0,172.0
All Other Banks,6009000121.0,0,7,1565000.0,77.0
All Other Banks,6009000122.0,0,1,95000.0,80.0
All Other Banks,6009000210.0,3,17,4955000.0,84.0
All Other Banks,6009000220.0,2,11,3765000.0,85.0
All Other Banks,6009000300.0,0,6,1720000.0,102.0
All Other Banks,6009000400.0,0,5,1635000.0,70.0
All Other Banks,6009000501.0,1,11,3175000.0,110.5
All Other Banks,6009000503.0,1,9,2915000.0,203.0
All Other Banks,6009000504.0,0,1,505000.0,547.0
All Other Banks,6011000100.0,0,4,940000.0,89.0
All Other Banks,6011000200.0,0,2,470000.0,60.5
All Other Banks,6011000300.0,0,6,1530000.0,71.0
All Other Banks,6011000400.0,0,1,225000.0,89.0
All Other Banks,6011000500.0,0,2,520000.0,104.0
All Other Banks,6013301000.0,2,15,5605000.0,96.0
All Other Banks,6013302005.0,3,13,4835000.0,122.0
All Other Banks,6013302006.0,0,8,3230000.0,133.5
All Other Banks,6013302007.0,2,13,5645000.0,96.0
All Other Banks,6013302008.0,3,17,8735000.0,137.0
All Other Banks,6013302009.0,2,20,7920000.0,146.5
All Other Banks,6013302010.0,1,23,9745000.0,141.0
All Other Banks,6013303102.0,3,25,12085000.0,137.5
All Other Banks,6013303103.0,2,23,10285000.0,163.5
All Other Banks,6013303201.0,3,16,7010000.0,122.0
All Other Banks,6013303202.0,2,18,8560000.0,148.0
All Other Banks,6013303203.0,2,9,4225000.0,150.5
All Other Banks,6013303204.0,0,4,1310000.0,107.5
All Other Banks,6013303205.0,1,19,6055000.0,88.0
All Other Banks,6013304001.0,1,12,5500000.0,133.0
All Other Banks,6013304002.0,0,2,710000.0,73.5
All Other Banks,6013304003.0,2,11,3765000.0,97.0
All Other Banks,6013304004.0,0,10,3890000.0,133.5
All Other Banks,6013304005.0,0,23,11605000.0,132.5
All Other Banks,6013305000.0,0,4,1170000.0,117.0
All Other Banks,6013306002.0,1,6,1870000.0,116.0
All Other Banks,6013306003.0,0,6,1370000.0,110.5
All Other Banks,6013306004.0,1,3,855000.0,70.5
All Other Banks,6013307101.0,1,6,2210000.0,105.0
All Other Banks,6013307102.0,0,7,2635000.0,117.0
All Other Banks,6013307201.0,0,1,315000.0,
All Other Banks,6013307202.0,0,2,260000.0,69.5
All Other Banks,6013307204.0,1,6,1680000.0,86.0
All Other Banks,6013307205.0,1,10,2880000.0,96.0
All Other Banks,6013308001.0,0,3,825000.0,118.0
All Other Banks,6013308002.0,1,9,3245000.0,112.0
All Other Banks,6013309000.0,1,7,2625000.0,114.0
All Other Banks,6013310000.0,0,3,895000.0,87.0
All Other Banks,6013311000.0,1,4,1520000.0,92.0
All Other Banks,6013312000.0,0,2,1040000.0,141.0
All Other Banks,6013313101.0,0,5,1705000.0,137.0
All Other Banks,6013313102.0,1,5,1685000.0,84.0
All Other Banks,6013313103.0,0,10,3400000.0,91.5
All Other Banks,6013313203.0,0,7,2655000.0,110.0
All Other Banks,6013313204.0,1,7,2985000.0,96.0
All Other Banks,6013313205.0,2,4,1410000.0,140.0
All Other Banks,6013313206.0,0,6,1180000.0,72.0
All Other Banks,6013314102.0,1,3,1045000.0,67.0
All Other Banks,6013314103.0,1,3,1065000.0,79.5
All Other Banks,6013314104.0,0,1,305000.0,77.0
All Other Banks,6013314200.0,0,4,890000.0,59.5
All Other Banks,6013315000.0,3,10,3770000.0,140.0
All Other Banks,6013316000.0,0,3,985000.0,53.0
All Other Banks,6013317000.0,1,5,1665000.0,75.0
All Other Banks,6013318000.0,0,2,1000000.0,342.0
All Other Banks,6013319000.0,0,5,2255000.0,195.0
All Other Banks,6013320001.0,2,4,2210000.0,177.0
All Other Banks,6013320003.0,0,3,1075000.0,85.0
All Other Banks,6013320004.0,2,10,4710000.0,137.0
All Other Banks,6013321101.0,1,3,2255000.0,219.0
All Other Banks,6013321102.0,3,11,6485000.0,159.0
All Other Banks,6013321103.0,1,10,5600000.0,223.0
All Other Banks,6013321200.0,2,11,3525000.0,133.0
All Other Banks,6013322000.0,1,13,7215000.0,150.0
All Other Banks,6013323000.0,1,10,5350000.0,202.5
All Other Banks,6013324001.0,0,5,1775000.0,215.0
All Other Banks,6013324002.0,1,8,3390000.0,80.0
All Other Banks,6013325000.0,0,8,2610000.0,121.0
All Other Banks,6013326000.0,1,8,6370000.0,236.0
All Other Banks,6013327000.0,1,12,3020000.0,63.5
All Other Banks,6013329000.0,1,14,4330000.0,107.0
All Other Banks,6013330000.0,1,10,4020000.0,110.5
All Other Banks,6013331000.0,0,8,2490000.0,115.0
All Other Banks,6013332000.0,1,9,3835000.0,143.0
All Other Banks,6013333101.0,0,3,465000.0,185.0
All Other Banks,6013333102.0,0,10,5030000.0,128.0
All Other Banks,6013333200.0,2,10,3750000.0,166.0
All Other Banks,6013334001.0,0,3,875000.0,51.0
All Other Banks,6013334004.0,0,4,1330000.0,146.0
All Other Banks,6013334006.0,1,13,7415000.0,166.0
All Other Banks,6013334200.0,0,9,6235000.0,269.0
All Other Banks,6013335000.0,0,3,1085000.0,171.0
All Other Banks,6013336101.0,0,2,17040000.0,53.0
All Other Banks,6013336102.0,0,1,205000.0,3.0
All Other Banks,6013336201.0,1,4,1440000.0,74.5
All Other Banks,6013336202.0,0,2,570000.0,100.0
All Other Banks,6013337100.0,1,11,5255000.0,140.0
All Other Banks,6013337200.0,0,10,4330000.0,133.0
All Other Banks,6013337300.0,2,8,5450000.0,224.0
All Other Banks,6013338101.0,2,5,1815000.0,155.5
All Other Banks,6013338102.0,1,6,2730000.0,128.5
All Other Banks,6013338201.0,0,8,2020000.0,192.0
All Other Banks,6013338203.0,0,8,2590000.0,156.0
All Other Banks,6013338204.0,0,6,2660000.0,115.0
All Other Banks,6013338301.0,0,3,1905000.0,244.0
All Other Banks,6013338302.0,2,9,7935000.0,301.5
All Other Banks,6013339002.0,0,5,2665000.0,233.0
All Other Banks,6013340001.0,2,9,3465000.0,167.0
All Other Banks,6013340002.0,0,15,10925000.0,178.0
All Other Banks,6013341000.0,2,10,6020000.0,163.0
All Other Banks,6013343001.0,1,5,2685000.0,92.5
All Other Banks,6013343002.0,0,4,3180000.0,218.0
All Other Banks,6013343003.0,0,5,3435000.0,180.0
All Other Banks,6013345101.0,1,13,7125000.0,200.5
All Other Banks,6013345102.0,2,8,4770000.0,235.5
All Other Banks,6013345103.0,1,11,7665000.0,183.0
All Other Banks,6013345105.0,2,12,7470000.0,268.0
All Other Banks,6013345108.0,3,26,15210000.0,185.0
All Other Banks,6013345111.0,1,7,4535000.0,199.0
All Other Banks,6013345112.0,3,11,10215000.0,317.0
All Other Banks,6013345113.0,0,12,12000000.0,321.0
All Other Banks,6013345114.0,0,15,9395000.0,220.0
All Other Banks,6013345115.0,1,14,9630000.0,241.0
All Other Banks,6013345116.0,0,8,4780000.0,203.0
All Other Banks,6013345202.0,2,12,8980000.0,245.0
All Other Banks,6013345203.0,3,18,13880000.0,252.5
All Other Banks,6013345204.0,0,8,10670000.0,419.5
All Other Banks,6013346101.0,0,4,1840000.0,226.5
All Other Banks,6013346102.0,2,8,9610000.0,430.0
All Other Banks,6013346201.0,0,18,22940000.0,382.0
All Other Banks,6013346203.0,0,7,4625000.0,150.0
All Other Banks,6013346204.0,0,21,17595000.0,300.0
All Other Banks,6013347000.0,1,4,1740000.0,73.0
All Other Banks,6013348000.0,0,6,6980000.0,280.5
All Other Banks,6013349000.0,0,10,9000000.0,273.5
All Other Banks,6013350000.0,0,9,5795000.0,215.0
All Other Banks,6013351101.0,1,5,1015000.0,69.0
All Other Banks,6013351102.0,0,4,1180000.0,90.0
All Other Banks,6013351103.0,0,1,385000.0,82.0
All Other Banks,6013351200.0,1,11,11165000.0,293.0
All Other Banks,6013352101.0,1,3,1545000.0,133.5
All Other Banks,6013352102.0,2,8,6090000.0,210.0
All Other Banks,6013352201.0,1,8,8230000.0,219.0
All Other Banks,6013352202.0,1,8,4320000.0,258.5
All Other Banks,6013353001.0,2,11,10045000.0,390.0
All Other Banks,6013353002.0,2,8,6040000.0,300.0
All Other Banks,6013354001.0,0,3,1135000.0,97.0
All Other Banks,6013354002.0,4,22,17570000.0,304.0
All Other Banks,6013355107.0,2,6,1860000.0,128.0
All Other Banks,6013355108.0,1,19,7855000.0,144.0
All Other Banks,6013355109.0,1,5,1845000.0,90.0
All Other Banks,6013355110.0,0,4,1000000.0,103.5
All Other Banks,6013355111.0,1,13,4905000.0,121.0
